Title,Date,Category,Link
"Attorney General Cameron Announces Investigation, Prosecution By His Office Leads To Guilty Plea Of Boyle County Woman For Medicaid Fraud",2023-05-22,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/grand-rapids-physician-pays-over-135000-for-allegedly-using-foreign-unapproved-botox-to-treat-medicare-beneficiaries/
"Baltimore Man Facing Federal Charges For Murder For Hire Resulting In The Death Of A Baltimore Woman, Witness Retaliation And Witness Tampering",2023-05-19,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/village-home-care-ceo-and-two-doctors-pay-490000-to-resolve-false-claims-act-allegations-for-paying-and-receiving-kickbacks/
Denton Physician Sentenced For Over-Prescribing Opioids,2023-05-19,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/carrs-medicaid-fraud-division-secures-new-indictment-in-fulton-county/
"Tennyson Center for Children at Colorado Christian Home Agreed to Pay $20,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Mental Health Services Not Provided as Claimed",2023-05-19,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/
"Three Memphis Women Indicted, Charged In TennCare Scheme",2023-05-19,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/about/
Registered Nurse Charged With Falsifying Medical Records,2023-05-18,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/civil-monetary-penalty-authorities/
Three Individuals Arrested And Charged For Neglect Resulting In Death Of A Woman With Autism,2023-05-18,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/tennyson-center-for-children-at-colorado-christian-home-agreed-to-pay-20000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-mental-health-services-not-provided-as-claimed/
U.S. Resolves Civil Claims Against Medical Device Manufacturer For Falsely Claiming That Chinese Components Sold To The Federal Government Were American Made,2023-05-17,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/three-memphis-women-indicted-charged-in-tenncare-scheme/
False Claims Act Settlement Reached With Rockingham Health Care Provider,2023-05-17,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/registered-nurse-charged-with-falsifying-medical-records/
U.S. Settles Lawsuit Alleging That Bronx Nursing Home Paid Kickbacks For Patient Referrals And Switched Residents’ Healthcare Coverage Without Their Consent,2023-05-17,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/three-individuals-arrested-and-charged-for-neglect-resulting-in-death-of-a-woman-with-autism/
"Attorney General Josh Stein Reaches $150,000 Medicaid Fraud Settlement With Rockingham Health Care Provider",2023-05-17,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/us-resolves-civil-claims-against-medical-device-manufacturer-for-falsely-claiming-that-chinese-components-sold-to-the-federal-government-were-american-made/
Greenville County Woman Indicted In Federal Court For Health Care Fraud,2023-05-16,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/false-claims-act-settlement-reached-with-rockingham-health-care-provider/
Chicago Doctor And His Wife Held Liable By Jury For Taking Kickbacks And Causing False Medicare Claims; Ordered To Pay Civil Judgment Of More Than $3 Million,2023-05-16,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/us-settles-lawsuit-alleging-that-bronx-nursing-home-paid-kickbacks-for-patient-referrals-and-switched-residents-healthcare-coverage-without-their-consent/
Paxton’s Medicaid Fraud Control Unit Helps Secure Swift Conviction of Healthcare Marketer for Illegal Kickback Scheme,2023-05-16,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-josh-stein-reaches-150000-medicaid-fraud-settlement-with-rockingham-health-care-provider/
Massachusetts Dentist Sentenced For Embezzling Over $1.2 Million And Defrauding The Government,2023-05-15,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/greenville-county-woman-indicted-in-federal-court-for-health-care-fraud/
Court Enters $487 Million Judgment Against Precision Lens And Owner Paul Ehlen For Paying Kickbacks To Doctors In Violation Of The False Claims Act,2023-05-15,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/chicago-doctor-and-his-wife-held-liable-by-jury-for-taking-kickbacks-and-causing-false-medicare-claims-ordered-to-pay-civil-judgment-of-more-than-3-million/
United States Files Complaint Alleging Iowa Surgeon Caused Submission Of False Claims To Medicare,2023-05-15,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/paxtons-medicaid-fraud-control-unit-helps-secure-swift-conviction-of-healthcare-marketer-for-illegal-kickback-scheme/
Guilty Pleas In Fraudulent Nursing Diploma Scheme,2023-05-15,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/massachusetts-dentist-sentenced-for-embezzling-over-12-million-and-defrauding-the-government/
Illinois Hospital Agrees To Pay $12.5 Million To Settle Allegations Of Billing Error,2023-05-12,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/court-enters-487-million-judgment-against-precision-lens-and-owner-paul-ehlen-for-paying-kickbacks-to-doctors-in-violation-of-the-false-claims-act/
Former Mental Health And Community Residence Facility Director Sentenced For Financial Exploitation Of A Vulnerable Adult And Elderly Person,2023-05-12,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/united-states-files-complaint-alleging-iowa-surgeon-caused-submission-of-false-claims-to-medicare/
"Eugene Saltzberg, MD Agreed to Pay $230,000 and Be Excluded for 20 Years for Allegedly Violating the Civil Monetary Penalties Law by Receiving Remuneration in Exchange for Ordering Durable Medical Equipment and Genetic Tests",2023-05-11,CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/guilty-pleas-in-fraudulent-nursing-diploma-scheme/
"The Estates at Fridley for Recovery Agreed to Pay $64,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual",2023-05-11,CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/illinois-hospital-agrees-to-pay-125-million-to-settle-allegations-of-billing-error/
"Arundel Resident Agrees To Pay Over $330,000 To Settle Allegations Of False Claims Act Violations",2023-05-11,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-mental-health-and-community-residence-facility-director-sentenced-for-financial-exploitation-of-a-vulnerable-adult-and-elderly-person/
Cambria County Woman Charged With Conspiracy To Commit Health Care Fraud,2023-05-11,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/
Maryland Man Sentenced For Defrauding The D.C. Medicaid Program,2023-05-11,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/about/
"David Gordon, LICSW Agreed to Pay $373,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Services When He Was Unlicensed",2023-05-10,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/civil-monetary-penalty-authorities/
"Surgical Dermatology Group Agreed to Pay $32,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual",2023-05-10,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/cambria-county-woman-charged-with-conspiracy-to-commit-health-care-fraud/
"Two Therapists Arrested For Falsifying Information And Defrauding Florida Medicaid Out Of More Than $76,000",2023-05-10,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/maryland-man-sentenced-for-defrauding-the-dc-medicaid-program/
Attorney General Cameron Announces Action By His Office Leads To Guilty Plea Of Muhlenberg County Woman For Adult Abuse,2023-05-10,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/david-gordon-licsw-agreed-to-pay-373000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-services-when-he-was-unlicensed/
"Professional Home Health Care 2 Agreed to Pay $77,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual",2023-05-09,CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/surgical-dermatology-group-agreed-to-pay-32000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-an-excluded-individual/
East Windsor Man Sentenced To Prison For Oxycodone Prescription Fraud Scheme,2023-05-09,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/two-therapists-arrested-for-falsifying-information-and-defrauding-florida-medicaid-out-of-more-than-76000/
Hospital Owner And Hospitalist Group Agree To Pay $560K To Settle False Claims Act Allegations,2023-05-09,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/attorney-general-cameron-announces-action-by-his-office-leads-to-guilty-plea-of-muhlenberg-county-woman-for-adult-abuse/
Drug Testing Companies Agree To Collectively Pay $1.7 Million To Resolve False Claims Act Allegations,2023-05-09,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/professional-home-health-care-2-agreed-to-pay-77000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-an-excluded-individual/
Doctor Admits Telemedicine Fraud In St. Louis,2023-05-09,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/east-windsor-man-sentenced-to-prison-for-oxycodone-prescription-fraud-scheme/
California Man Convicted Of Health Care Kickback Conspiracy,2023-05-09,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/hospital-owner-and-hospitalist-group-agree-to-pay-560k-to-settle-false-claims-act-allegations/
Advanced Practice Registered Nurse Pleads Guilty To Unlawful Distribution Of Controlled Substances And Health Care Fraud,2023-05-09,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/drug-testing-companies-agree-to-collectively-pay-17-million-to-resolve-false-claims-act-allegations/
Paxton Secures Justice with Eight-Year Prison Sentence for Ambulance Owner Who Perpetrated $3.5 Million Fraud Scheme,2023-05-09,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/doctor-admits-telemedicine-fraud-in-st-louis/
Stoughton Man Pleads Guilty To Social Security And Passport Fraud,2023-05-08,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/california-man-convicted-of-health-care-kickback-conspiracy/
"Puyallup, Washington, Wound Treatment Firm Settles Allegations It Submitted False Bills To Government Health Care Programs",2023-05-08,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/advanced-practice-registered-nurse-pleads-guilty-to-unlawful-distribution-of-controlled-substances-and-health-care-fraud/
Attorney General Marshall Announces Conviction Of Etowah County Woman,2023-05-08,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/paxton-secures-justice-with-eight-year-prison-sentence-for-ambulance-owner-who-perpetrated-35-million-fraud-scheme/
Convicted Health Care Fraud Defendant Fails To Report To Prison; Warrant Out For His Arrest,2023-05-06,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/stoughton-man-pleads-guilty-to-social-security-and-passport-fraud/
"Long Island Center for Recovery Agreed to Pay $49,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual",2023-05-05,CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/puyallup-washington-wound-treatment-firm-settles-allegations-it-submitted-false-bills-to-government-health-care-programs/
Connecticut Psychologist Pays $658K To Settle Allegations She Received Payments From Medicare And Medicaid For Services Not Provided,2023-05-05,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/attorney-general-marshall-announces-conviction-of-etowah-county-woman/
Kit Carson County Memorial Hospital Agreed to Pay $3 Million for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Hyperbaric Oxygen Services and Wound Care Services Not Performed or Supervised as Billed,2023-05-05,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/
"Wolfe Eye Clinic Agreed to Pay $98,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Medically Unnecessary Injections",2023-05-05,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/about/
Five Charged In An $11 Million Health Care Fraud Scheme,2023-05-04,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/civil-monetary-penalty-authorities/
Podiatrist Sentenced For Fraudulently Billing Medicare Nearly $2M Under False Identity,2023-05-04,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/kit-carson-county-memorial-hospital-agreed-to-pay-3-million-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-hyperbaric-oxygen-services-and-wound-care-services-not-performed-or-supervised-as-billed/
Hartford Woman Charged with Defrauding Medicaid,2023-05-04,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/wolfe-eye-clinic-agreed-to-pay-98000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-medically-unnecessary-injections/
"The United States Attorney For Puerto Rico, FBI San Juan, And HHS-OIG Announce Redoubling And Focus Of Investigative Efforts To Detect And Deter Fraud, Waste, And Abuse Of Medicare Funds",2023-05-03,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/five-charged-in-an-11-million-health-care-fraud-scheme/
Clarksville Psychiatrist Pleads Guilty To Making False Statements To Medicare & Tricare,2023-05-03,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/podiatrist-sentenced-for-fraudulently-billing-medicare-nearly-2m-under-false-identity/
AG Moody’s MFCU Shuts Down Fraud Ring Stealing More Than $3 Million From Taxpayer-Funded Program,2023-05-03,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/hartford-woman-charged-with-defrauding-medicaid/
Ohio Man Admits Role In $24 Million Health Care Fraud And Kickback Scheme,2023-05-02,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/the-united-states-attorney-for-puerto-rico-fbi-san-juan-and-hhs-oig-announce-redoubling-and-focus-of-investigative-efforts-to-detect-and-deter-fraud-waste-and-abuse-of-medicare-funds/
"Dearborn Heights Doctor Pleads Guilty To $925,000 Fraud Scheme",2023-05-02,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/clarksville-psychiatrist-pleads-guilty-to-making-false-statements-to-medicare-tricare/
"United States Files Lawsuit Against Radnor, PA Radiologist Alleging Unnecessary Peripheral Artery Procedures",2023-05-02,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/ag-moodys-mfcu-shuts-down-fraud-ring-stealing-more-than-3-million-from-taxpayer-funded-program/
Four Charged In Multi-Million-Dollar Childcare Benefits Fraud Ring That Bilked California Welfare And Benefits Program For Years,2023-05-02,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/ohio-man-admits-role-in-24-million-health-care-fraud-and-kickback-scheme/
Two Pharmacy Owners Charged With $29M Health Care Fraud Scheme,2023-05-02,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/dearborn-heights-doctor-pleads-guilty-to-925000-fraud-scheme/
"Lafferty Enterprises and Paul Lafferty Agreed to Pay $172,000 for Allegedly Violating the Civil Monetary Penalties Law by Failing to Return CARES Act Provider Relief Funds",2023-05-01,CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/united-states-files-lawsuit-against-radnor-pa-radiologist-alleging-unnecessary-peripheral-artery-procedures/
"New Orleans East Hospital Agreed to Pay $95,000 for Allegedly Violating Patient Dumping Statute by Failing to Provide an Appropriate Medical Screening Examination and Stabilizing Treatment",2023-05-01,COVID-19,https://oig.hhs.gov/fraud/enforcement/four-charged-in-multi-million-dollar-childcare-benefits-fraud-ring-that-bilked-california-welfare-and-benefits-program-for-years/
Former Creve Coeur Pharmacy Owner Admits Paying Kickbacks for Prescriptions,2023-05-01,CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/two-pharmacy-owners-charged-with-29m-health-care-fraud-scheme/
Medical Practice And Its Owners To Pay $1 Million To Resolve False Claims Act Allegations,2023-04-28,EMTALA/Patient Dumping,https://oig.hhs.gov/fraud/enforcement/lafferty-enterprises-and-paul-lafferty-agreed-to-pay-172000-for-allegedly-violating-the-civil-monetary-penalties-law-by-failing-to-return-cares-act-provider-relief-funds/
Beverly Hills Plastic Surgeon Agrees To Pay Nearly $24 Million To Settle False Claims Act Allegations,2023-04-28,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/new-orleans-east-hospital-agreed-to-pay-95000-for-allegedly-violating-patient-dumping-statute-by-failing-to-provide-an-appropriate-medical-screening-examination-and-stabilizing-treatment/
Hearing Screening Associates Agreed to Pay $4 Million for Allegedly Violating the Civil Monetary Penalties Law by Billing for Audiology Services Not Provided as Claimed,2023-04-28,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-creve-coeur-pharmacy-owner-admits-paying-kickbacks-for-prescriptions/
"Attorney General Griffin Announces Settlement With Northwest Arkansas Hospitals, LLC",2023-04-28,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/medical-practice-and-its-owners-to-pay-1-million-to-resolve-false-claims-act-allegations/
Investigation By Paxton’s Medicaid Fraud Control Unit Leads To 60-Month Prison Sentence For Home Health Care Fraudster And Over $3 Million In Restitution,2023-04-28,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/
Daniel Aronowitz Agreed to Be Excluded for 3 Years for Causing the Submission of Improperly Billed Claims for Skin Substitute Products,2023-04-27,CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/about/
Stratford Doctor Sentenced to 4 Years in Federal Prison for Health Care Fraud and Illegal Kickback Offenses,2023-04-27,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/civil-monetary-penalty-authorities/
Kyle Perkins Indicted for Medicaid Fraud,2023-04-27,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/investigation-by-paxtons-medicaid-fraud-control-unit-leads-to-60-month-prison-sentence-for-home-health-care-fraudster-and-over-3-million-in-restitution/
Bradford County Nurse Practitioner Sentenced To 10 Years of Probation For $450k In Prescription Fraud,2023-04-27,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/daniel-aronowitz-agreed-to-be-excluded-for-3-years-for-causing-the-submission-of-improperly-billed-claims-for-skin-substitute-products/
Jury Convicts City of Philadelphia Employee Of Billing Medicaid Providers For Work He Did Not Perform,2023-04-27,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/stratford-doctor-sentenced-to-4-years-in-federal-prison-for-health-care-fraud-and-illegal-kickback-offenses/
Former Harvard University Professor Sentenced For Lying About His Affiliation With Wuhan University Of Technology; China’s Thousand Talents Program; And Filing False Tax Returns,2023-04-26,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/kyle-perkins-indicted-for-medicaid-fraud/
Bingham Farms Physician Sentenced To 20 Years In Prison For Illegally Distributing Over One Million Opioid Pills And Health Care Fraud,2023-04-26,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/bradford-county-nurse-practitioner-sentenced-to-10-years-of-probation-for-450k-in-prescription-fraud/
"Soap Lake, Washington Physician’s Assistant Pleads Guilty to Lying to the FBI",2023-04-26,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/jury-convicts-city-of-philadelphia-employee-of-billing-medicaid-providers-for-work-he-did-not-perform/
Etowah Pain Clinic Owner Pleads Guilty in Multi-Million-Dollar Kickback and Health Care Fraud Case,2023-04-26,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-harvard-university-professor-sentenced-for-lying-about-his-affiliation-with-wuhan-university-of-technology-chinas-thousand-talents-program-and-filing-false-tax-returns/
Attorney General Alan Wilson announces Upstate assisted living home employee pleads guilty to drug charge,2023-04-26,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/bingham-farms-physician-sentenced-to-20-years-in-prison-for-illegally-distributing-over-one-million-opioid-pills-and-health-care-fraud/
Paxton’s Medicaid Fraud Control Unit Sends Two Nurses to Prison for Defrauding Medicare of Nearly $1.5 Million,2023-04-25,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/soap-lake-washington-physicians-assistant-pleads-guilty-to-lying-to-the-fbi/
Civil Complaint Alleges Millions of Dollars in Medicaid Fraud,2023-04-24,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/etowah-pain-clinic-owner-pleads-guilty-in-multi-million-dollar-kickback-and-health-care-fraud-case/
New Orleans Woman Sentenced To Probation For Federal Fraud,2023-04-24,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/attorney-general-alan-wilson-announces-upstate-assisted-living-home-employee-pleads-guilty-to-drug-charge/
Former Physician To Pay More Than $1.1 Million To Resolve Allegations He Performed Medically Unnecessary Procedures,2023-04-24,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/paxtons-medicaid-fraud-control-unit-sends-two-nurses-to-prison-for-defrauding-medicare-of-nearly-15-million/
United States Settles Claims For Improper Inpatient Rehabilitation Admissions For Over $1.7 Million,2023-04-24,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/civil-complaint-alleges-millions-of-dollars-in-medicaid-fraud/
"Slidell Woman Federally Indicted For Theft Of Public Money, Wire Fraud, And Money Laundering",2023-04-21,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/new-orleans-woman-sentenced-to-probation-for-federal-fraud/
"Plymouth Meeting, PA Company To Pay $5.3 Million To Resolve False Claims Act Allegations Related To False Billing For Respiratory Devices",2023-04-21,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-physician-to-pay-more-than-11-million-to-resolve-allegations-he-performed-medically-unnecessary-procedures/
Speech and Occupational Therapy Practice Pleads Guilty to Nearly $400K Fraud Scheme in Anne Arundel County,2023-04-21,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/united-states-settles-claims-for-improper-inpatient-rehabilitation-admissions-for-over-17-million/
"Jason Dreyer, DO Agreed to Be Excluded for 9 Years for Performing Medically Unnecessary Procedures",2023-04-20,CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/slidell-woman-federally-indicted-for-theft-of-public-money-wire-fraud-and-money-laundering/
"Sagent Pharmaceuticals Agreed to Pay $175,000 for Allegedly Violating the Civil Monetary Penalties Law by Failing to Submit Timely Pricing Data",2023-04-20,CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/
Utah Case Part of a Nationwide Law Enforcement Action by the Department of Justice to Combat Health Care Fraud Related to COVID-19,2023-04-20,COVID-19,https://oig.hhs.gov/fraud/enforcement/about/
"Criminal Charges Brought Against Medical Professionals, Owners of Medical Businesses, and Others for a Variety of COVID-19 Fraud Schemes with False Billings Exceeding $490 Million",2023-04-20,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/civil-monetary-penalty-authorities/
Local Dentist And Hygienist Charged With Offenses Related To Healthcare Fraud And False Claims To D.C. Medicaid,2023-04-20,COVID-19,https://oig.hhs.gov/fraud/enforcement/sagent-pharmaceuticals-agreed-to-pay-175000-for-allegedly-violating-the-civil-monetary-penalties-law-by-failing-to-submit-timely-pricing-data/
Former Owner Of RI Ophthalmology Chain To Pay $1.1M In Settlement Of False Claims Inquiry By The United States,2023-04-20,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/utah-case-part-of-a-nationwide-law-enforcement-action-by-the-department-of-justice-to-combat-health-care-fraud-related-to-covid-19/
Former Professional Wrestler Charged With Theft Of Millions Of Dollars In Federal Funds Intended For Needy Families,2023-04-20,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/criminal-charges-brought-against-medical-professionals-owners-of-medical-businesses-and-others-for-a-variety-of-covid-19-fraud-schemes-with-false-billings-exceeding-490-million/
Former Southwest Key employee arrested for sexual contact with unaccompanied minors aboard airplane,2023-04-20,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/local-dentist-and-hygienist-charged-with-offenses-related-to-healthcare-fraud-and-false-claims-to-dc-medicaid/
Two Doctors Sentenced for Stealing $31M From Medicare,2023-04-20,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-owner-of-ri-ophthalmology-chain-to-pay-11m-in-settlement-of-false-claims-inquiry-by-the-united-states/
"Essex County Hospital Center Agreed to Pay $20,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Services that Were Not Provided or Should Have Been Billed at a Lower Rate",2023-04-20,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-professional-wrestler-charged-with-theft-of-millions-of-dollars-in-federal-funds-intended-for-needy-families/
Inves­ti­ga­tion by Paxton’s Med­ic­aid Fraud Con­trol Unit Leads to 17-Year Prison Sen­tence for Fraud­ster Phar­ma­cist and $4 Mil­lion in Resti­tu­tion for Opi­oid Diver­sion Scheme,2023-04-20,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-southwest-key-employee-arrested-for-sexual-contact-with-unaccompanied-minors-aboard-airplane/
1st Adult & Pediatrics Healthcare to Pay $3 Million to Settle False Claims Act Allegations,2023-04-19,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/two-doctors-sentenced-for-stealing-31m-from-medicare/
1st Adult & Pediatrics Healthcare to Pay $3 Million to Settle False Claims Act Allegations,2023-04-19,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/essex-county-hospital-center-agreed-to-pay-20000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-services-that-were-not-provided-or-should-have-been-billed-at-a-lower-rate/
Connecticut Behavioral Health Clinician Group Pays $234K to Settle False Claims Allegations,2023-04-18,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/investigation-by-paxtons-medicaid-fraud-control-unit-leads-to-17-year-prison-sentence-for-fraudster-pharmacist-and-4-million-in-restitution-for-opioid-diversion-scheme/
Former physician's assistant sentenced for health care fraud after posing as a licensed practitioner,2023-04-18,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/1st-adult-pediatrics-healthcare-to-pay-3-million-to-settle-false-claims-act-allegations/
Meharry Medical College Agrees To Settle False Claims Act Allegations,2023-04-17,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/1st-adult-pediatrics-healthcare-to-pay-3-million-to-settle-false-claims-act-allegations-2/
Sibley Hospital And Johns Hopkins Health System Settle Allegations Of Improper Compensation Arrangements,2023-04-17,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/connecticut-behavioral-health-clinician-group-pays-234k-to-settle-false-claims-allegations/
"Joel Aronowitz, MD and Tower Multi-Specialty Medical Group Agreed to Be Excluded for 15 Years for Causing the Submission of Improperly Billed Claims for Skin Substitute Products",2023-04-14,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-physicians-assistant-sentenced-for-health-care-fraud-after-posing-as-a-licensed-practitioner/
Chelmsford Dentist Pleads Guilty To Medicaid Fraud Scheme,2023-04-14,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/meharry-medical-college-agrees-to-settle-false-claims-act-allegations/
North Carolina Woman Admits Participating In Health Care Fraud Scheme,2023-04-14,CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/sibley-hospital-and-johns-hopkins-health-system-settle-allegations-of-improper-compensation-arrangements/
Podiatrist And Patient Recruiter Convicted For $8.5M Compounding Fraud Scheme,2023-04-14,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/joel-aronowitz-md-and-tower-multi-specialty-medical-group-agreed-to-be-excluded-for-15-years-for-causing-the-submission-of-improperly-billed-claims-for-skin-substitute-products/
Nurse Charged With Assault and Battery Against Elderly Dementia Patient,2023-04-14,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/
"Streamwood Behavioral Health Hospital Agreed to Pay $180,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing Individuals Excluded from Illinois Medicaid",2023-04-13,CIA Reportable Events,https://oig.hhs.gov/fraud/enforcement/about/
"Arkansas Doctor Sentenced To More Than Eight Years In Federal Prison For Accepting Kickbacks, Defrauding TRICARE, And Failed Attempts To Obstruct Investigation",2023-04-13,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/civil-monetary-penalty-authorities/
RGV Area Home Health Care Company Owner Sent To Prison,2023-04-13,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/nurse-charged-with-assault-and-battery-against-elderly-dementia-patient/
