Title,Date,Category,Link,Agency
"Attorney General Cameron Announces Investigation, Prosecution by His Office Results in Conviction of Hardin County Man, Woman for Defrauding Medicaid",2021-06-15,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-cameron-announces-investigation-prosecution-by-his-office-results-in-conviction-of-hardin-county-man-woman-for-defrauding-medicaid/,Kentucky Attorney General
President and Vice President of Mental Health and Substance Abuse Treatment Programs Plead Guilty to Medicaid Fraud,2021-06-15,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/president-and-vice-president-of-mental-health-and-substance-abuse-treatment-programs-plead-guilty-to-medicaid-fraud/,Maryland Attorney General
"AG SHAPIRO, 45TH STATEWIDE GRAND JURY CHARGE FOUR IN $10 MILLION MEDICAID FRAUD SCHEME",2021-06-15,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/ag-shapiro-45th-statewide-grand-jury-charge-four-in-10-million-medicaid-fraud-scheme/,Pennsylvania Attorney General
"U.S. Recovers $650,000 from Local Providers Who Billed Medicare and Medicaid for Screening Tests Not Performed",2021-06-14,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/us-recovers-650000-from-local-providers-who-billed-medicare-and-medicaid-for-screening-tests-not-performed/,"U.S. Attorney’s Office, District of Rhode Island"
Niagara Falls Woman Pleads Guilty To Conspiring To Defraud Health Insurance Company,2021-06-14,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/niagara-falls-woman-pleads-guilty-to-conspiring-to-defraud-health-insurance-company/,"U.S. Attorney’s Office, Western District of New York"
"Nurse Aide Arrested, Charged with Theft, Financial Exploitation",2021-06-14,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/nurse-aide-arrested-charged-with-theft-financial-exploitation/,Tennessee Attorney General
Dominican National Pleads Guilty to Misusing a Social Security Number and Making a False Statement,2021-06-11,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/dominican-national-pleads-guilty-to-misusing-a-social-security-number-and-making-a-false-statement/,"U.S. Attorney’s Office, District of Massachusetts"
"Two PA Chiropractic Practices Pay Over $800,000 to Resolve Alleged False Claims Act Liability Arising from Billing of P-Stim Devices",2021-06-11,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/two-pa-chiropractic-practices-pay-over-800000-to-resolve-alleged-false-claims-act-liability-arising-from-billing-of-p-stim-devices/,"U.S. Attorney’s Office, Eastern District of Pennsylvania"
Pain doctor pays to settle allegations arising from false billing,2021-06-11,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/pain-doctor-pays-to-settle-allegations-arising-from-false-billing/,"U.S. Attorney’s Office, Southern District of Texas"
"Plant City Resident Arrested for Stealing More Than $180,000 from Taxpayer-Funded Program",2021-06-11,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/plant-city-resident-arrested-for-stealing-more-than-180000-from-taxpayer-funded-program/,Florida Attorney General
Associate Medical Director of Baltimore County Pain Management Practice Pleads Guilty to Accepting Kick-Backs,2021-06-10,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/associate-medical-director-of-baltimore-county-pain-management-practice-pleads-guilty-to-accepting-kick-backs/,"U.S. Attorney’s Office, District of Maryland"
Healthcare Practitioners to Pay over $1 Million to Resolve False Claims Act Liability Arising from Billing of P-Stim Devices,2021-06-10,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/healthcare-practitioners-to-pay-over-1-million-to-resolve-false-claims-act-liability-arising-from-billing-of-p-stim-devices/,"U.S. Attorney’s Office, Western District of Texas"
AG Healey Sues Orthodontist for Illegally Charging MassHealth Patients for Missed or Cancelled Appointments,2021-06-10,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/ag-healey-sues-orthodontist-for-illegally-charging-masshealth-patients-for-missed-or-cancelled-appointments/,Massachusetts Attorney General
Dominican National Sentenced for False Identity Crimes,2021-06-09,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/dominican-national-sentenced-for-false-identity-crimes/,"U.S. Attorney’s Office, District of Massachusetts"
Third Arkansas Physician Sentenced to Federal Prison for Prescription Fraud,2021-06-09,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/third-arkansas-physician-sentenced-to-federal-prison-for-prescription-fraud/,"U.S. Attorney’s Office, Western District of Arkansas"
Wrongful billing results in $2.6M settlement and 10-year exclusion from federal health care programs,2021-06-08,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/wrongful-billing-results-in-26m-settlement-and-10-year-exclusion-from-federal-health-care-programs/,"U.S. Attorney’s Office, Southern District of Texas"
"ProHEALTH Care Associates Agreed to Pay $50,000 for Allegedly Violating the Civil Monetary Penalties Law by Providing Remuneration in the Form of Cost-Sharing Write-Offs and Gifts",2021-06-08,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/prohealth-care-associates-agreed-to-pay-50000-for-allegedly-violating-the-civil-monetary-penalties-law-by-providing-remuneration-in-the-form-of-cost-sharing-write-offs-and-gifts/,N/A
Attorney General Josh Stein Announces Greenville Health Care Fraud Conviction and Sentencing,2021-06-08,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-josh-stein-announces-greenville-health-care-fraud-conviction-and-sentencing/,North Carolina Attorney General
Court Orders Toledo Pharmacy and Two Pharmacists to Stop Dispensing Dangerous Doses and Combinations of Opioids and Other Controlled Substances,2021-06-07,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/court-orders-toledo-pharmacy-and-two-pharmacists-to-stop-dispensing-dangerous-doses-and-combinations-of-opioids-and-other-controlled-substances/,Department of Justice
Counselor Involved in Wide-Ranging Medicaid Fraud Scheme Pleads Guilty,2021-06-04,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/counselor-involved-in-wide-ranging-medicaid-fraud-scheme-pleads-guilty/,"U.S. Attorney’s Office, District of Connecticut"
Prosecutions by Missouri Attorney General Lead to the Barring of Four Missouri Individuals from Participating in Government Healthcare Services,2021-06-04,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/prosecutions-by-missouri-attorney-general-lead-to-the-barring-of-four-missouri-individuals-from-participating-in-government-healthcare-services/,Missouri Attorney General
Attorney General Ford Announces Sentencing of Keyana Lanice Jamill Carter for Medicaid Fraud,2021-06-03,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-ford-announces-sentencing-of-keyana-lanice-jamill-carter-for-medicaid-fraud/,Nevada Attorney General
Physician Pleads Guilty in Medicaid Fraud Conspiracy,2021-06-02,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/physician-pleads-guilty-in-medicaid-fraud-conspiracy/,Department of Justice
Employee of Autism Services Agency Pleads Guilty to Health Care Fraud and Identity Theft Offenses,2021-06-02,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/employee-of-autism-services-agency-pleads-guilty-to-health-care-fraud-and-identity-theft-offenses/,"U.S. Attorney’s Office, District of Connecticut"
Medical Doctor Sentenced For Drug Trafficking And Health Care Fraud Offenses,2021-06-02,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/medical-doctor-sentenced-for-drug-trafficking-and-health-care-fraud-offenses/,"U.S. Attorney’s Office, Eastern District of Tennessee"
Texas Man Pleads Guilty to Receiving Kick Back Payments in Exchange for Referrals to OK Compounding,2021-06-02,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/texas-man-pleads-guilty-to-receiving-kick-back-payments-in-exchange-for-referrals-to-ok-compounding/,"U.S. Attorney’s Office, Northern District of Oklahoma"
"Manhattan U.S. Attorney Files Suit Against Eleven Skilled Nursing Facilities And Their Management Company, Owner, And A Senior Employee For Fraudulently Billing Medicare For Unnecessary Services",2021-06-02,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/manhattan-us-attorney-files-suit-against-eleven-skilled-nursing-facilities-and-their-management-company-owner-and-a-senior-employee-for-fraudulently-billing-medicare-for-unnecessary-services/,"U.S. Attorney’s Office, Southern District of New York"
"Casey’s Pond Senior Living Agreed to Pay $21,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Services by an Unlicensed Individual",2021-06-02,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/caseys-pond-senior-living-agreed-to-pay-21000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-services-by-an-unlicensed-individual/,N/A
AG Shapiro: Nursing Home Manager Pleads To Recklessly Endangering Three Residents,2021-06-02,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/ag-shapiro-nursing-home-manager-pleads-to-recklessly-endangering-three-residents/,Pennsylvania Attorney General
Arthur Wright and Meddex Solutions Agreed to Be Excluded for 3 Years for Submitting False Claims for Wound Care Supplies,2021-06-01,CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/arthur-wright-and-meddex-solutions-agreed-to-be-excluded-for-3-years-for-submitting-false-claims-for-wound-care-supplies/,N/A
Federal And State Officials Advise COVID-19 Vaccine Providers In Wisconsin That Individuals Seeking Vaccinations Cannot Be Charged,2021-06-01,COVID-19,https://oig.hhs.gov/fraud/enforcement/federal-and-state-officials-advise-covid-19-vaccine-providers-in-wisconsin-that-individuals-seeking-vaccinations-cannot-be-charged/,"U.S. Attorney’s Office, Eastern District of Wisconsin"
Jury Convicts West Virginia Doctor of Drug Distribution,2021-05-28,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/jury-convicts-west-virginia-doctor-of-drug-distribution/,Department of Justice
"Suhyun An, Johnson Medical Group, and Campbell Medical Group Agreed to Be Excluded for 10 Years for Causing the Submission of False Claims for Neuro-Stimulators",2021-05-27,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/suhyun-an-johnson-medical-group-and-campbell-medical-group-agreed-to-be-excluded-for-10-years-for-causing-the-submission-of-false-claims-for-neuro-stimulators/,N/A
Queens Pharmacy Owner Sentenced to 36 Months in Prison for Health Care Fraud and Narcotics Distribution,2021-05-27,CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/queens-pharmacy-owner-sentenced-to-36-months-in-prison-for-health-care-fraud-and-narcotics-distribution/,"U.S. Attorney’s Office, Eastern District of New York"
Two Arkansas Physicians Sentenced to a Total of 150 Months in Federal Prison for Prescription Fraud,2021-05-27,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/two-arkansas-physicians-sentenced-to-a-total-of-150-months-in-federal-prison-for-prescription-fraud/,"U.S. Attorney’s Office, Western District of Arkansas"
El Paso Doctor Indicted for Distributing Controlled Substances and Health Care Fraud Resulting in Five Deaths,2021-05-27,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/el-paso-doctor-indicted-for-distributing-controlled-substances-and-health-care-fraud-resulting-in-five-deaths/,"U.S. Attorney’s Office, Western District of Texas"
Final Defendant Sentenced in $80 Million Health Care Fraud Conspiracy,2021-05-27,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/final-defendant-sentenced-in-80-million-health-care-fraud-conspiracy/,U.S. Department of Justice
Insurance Broker Sentenced for $3.8 Million Fraud Scheme,2021-05-27,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/insurance-broker-sentenced-for-38-million-fraud-scheme/,U.S. Department of Justice
"Diagnostic Imaging and Luminis Health Doctors Community Medical Center Agreed to Pay $52,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Medically Unnecessary MRIs",2021-05-27,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/diagnostic-imaging-and-luminis-health-doctors-community-medical-center-agreed-to-pay-52000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-medically-unnecessary-mris/,N/A
Attorney General Cameron Announces Conviction of Four Hospital Workers for Reckless Abuse of an Adult,2021-05-27,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-cameron-announces-conviction-of-four-hospital-workers-for-reckless-abuse-of-an-adult/,Kentucky Attorney General
Attorney General Frosh Charges Prince George’s County Pharmacist for Allegedly Operating a Pill Mill,2021-05-27,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-frosh-charges-prince-georges-county-pharmacist-for-allegedly-operating-a-pill-mill/,Maryland Attorney Genera
DOJ Announces Coordinated Law Enforcement Action to Combat Health Care Fraud Related to COVID-19,2021-05-26,COVID-19,https://oig.hhs.gov/fraud/enforcement/doj-announces-coordinated-law-enforcement-action-to-combat-health-care-fraud-related-to-covid-19/,Department of Justice
"Greensboro Physician and Pain Management Practice to Pay $500,000 to Resolve Allegations of Health Care Fraud",2021-05-26,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/greensboro-physician-and-pain-management-practice-to-pay-500000-to-resolve-allegations-of-health-care-fraud/,"U.S. Attorney’s Office, Middle District of North Carolina"
"Digestive Health Associates Agreed to Pay $13,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual",2021-05-25,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/digestive-health-associates-agreed-to-pay-13000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-an-excluded-individual/,N/A
"Gary Lee Smith, Sr, MD Agreed to Be Excluded for 10 Years for Medically Unnecessary Prescriptions",2021-05-25,CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/gary-lee-smith-sr-md-agreed-to-be-excluded-for-10-years-for-medically-unnecessary-prescriptions/,N/A
Attorney General James Teams With Federal Prosecutors to Make Dental Clinics Agree to Pay $2.7 Million for Alleged Use of Unsterilized Tools,2021-05-25,CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/attorney-general-james-teams-with-federal-prosecutors-to-make-dental-clinics-agree-to-pay-27-million-for-alleged-use-of-unsterilized-tools/,New York Attorney General
"Novus Doctors, Nurse Found Guilty of Healthcare Fraud",2021-05-24,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/novus-doctors-nurse-found-guilty-of-healthcare-fraud/,"U.S. Attorney’s Office, Northern District of Texas"
AG Balderas Announces Grand Jury Indictment of Counselor Accused of Stealing Thousands of Dollars from Medicaid Program,2021-05-24,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/ag-balderas-announces-grand-jury-indictment-of-counselor-accused-of-stealing-thousands-of-dollars-from-medicaid-program/,New Mexico Attorney General
SavaSeniorCare LLC Agrees to Pay $11.2 Million to Resolve False Claims Act Allegations,2021-05-21,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/savaseniorcare-llc-agrees-to-pay-112-million-to-resolve-false-claims-act-allegations/,U.S. Department of Justice
Baltimore Career Offender Sentenced to Life in Prison for Murdering a Baltimore Woman Believed to be a Witness in a Federal Case,2021-05-20,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/baltimore-career-offender-sentenced-to-life-in-prison-for-murdering-a-baltimore-woman-believed-to-be-a-witness-in-a-federal-case/,"U.S. Attorney’s Office, District of Maryland"
Cardiologist Sentenced To Prison For Decade-Long Health Care Fraud Scheme,2021-05-20,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/cardiologist-sentenced-to-prison-for-decade-long-health-care-fraud-scheme/,"U.S. Attorney’s Office, Southern District of New York"
"Manager of Pain Clinic, Her Boyfriend, and Customers Facing Federal Charges for a Drug Distribution Conspiracy",2021-05-19,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/manager-of-pain-clinic-her-boyfriend-and-customers-facing-federal-charges-for-a-drug-distribution-conspiracy/,"U.S. Attorney’s Office, District of Maryland"
French Medical Device Manufacturer to Pay $2 Million to Resolve Alleged Kickbacks to Physicians and Related Medicare Open Payments Program Violations,2021-05-19,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/french-medical-device-manufacturer-to-pay-2-million-to-resolve-alleged-kickbacks-to-physicians-and-related-medicare-open-payments-program-violations/,"U.S. Attorney’s Office, Eastern District of Pennsylvania"
Starkville Physician Sentenced for Receipt and Distribution of Misbranded Drugs,2021-05-19,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/starkville-physician-sentenced-for-receipt-and-distribution-of-misbranded-drugs/,"U.S. Attorney’s Office, Northern District of Mississippi"
"Attorney General Ford Announces Sentencing of Former Medicaid Provider Business Owner Lavell James Worthy, Jr.",2021-05-19,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/attorney-general-ford-announces-sentencing-of-former-medicaid-provider-business-owner-lavell-james-worthy-jr/,Nevada Attorney General
Attorney General Ford Announces Sentencing of Medicaid Provider,2021-05-19,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-ford-announces-sentencing-of-medicaid-provider-2/,Nevada Attorney General
Attorney General Josh Stein Announces Sentencing for $13 Million Medicaid Fraud,2021-05-19,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-josh-stein-announces-sentencing-for-13-million-medicaid-fraud/,North Carolina Attorney General
Owner of Company Providing Prosthetics and Orthotics Materials to Walter Reed National Military Center Pleads Guilty to Federal Charges in Maryland For Paying Gratuities,2021-05-18,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/owner-of-company-providing-prosthetics-and-orthotics-materials-to-walter-reed-national-military-center-pleads-guilty-to-federal-charges-in-maryland-for-paying-gratuities/,"U.S. Attorney’s Office, District of Maryland"
Doctor’s Employee Admits Role in $24.8 Million Kickback Scheme,2021-05-18,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/doctors-employee-admits-role-in-248-million-kickback-scheme/,"U.S. Attorney’s Office, District of New Jersey"
Las Vegas Business Owner Sentenced to More Than 14 Years in Federal Prison for Orchestrating $13 Million Fraud Upon the North Carolina Medicaid Program,2021-05-18,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/las-vegas-business-owner-sentenced-to-more-than-14-years-in-federal-prison-for-orchestrating-13-million-fraud-upon-the-north-carolina-medicaid-program/,"U.S. Attorney’s Office, Eastern District of North Carolina"
Georgia woman admits participation in scheme to obtain fraudulent reimbursements for medical equipment and genetic testing,2021-05-18,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/georgia-woman-admits-participation-in-scheme-to-obtain-fraudulent-reimbursements-for-medical-equipment-and-genetic-testing/,"U.S. Attorney’s Office, Southern District of Georgia"
Aberdeen Woman Sentenced in Identity Theft Case,2021-05-18,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/aberdeen-woman-sentenced-in-identity-theft-case/,South Dakota Attorney General
Milwaukee County Doctor Charged with Identity Theft and Medical Assistance Fraud,2021-05-18,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/milwaukee-county-doctor-charged-with-identity-theft-and-medical-assistance-fraud/,Wisconsin Attorney General
U.S. Attorney’s Office and HHS-OIG Advise COVID-19 Vaccine Providers Not to Charge Individuals Seeking COVID-19 Vaccines,2021-05-17,COVID-19,https://oig.hhs.gov/fraud/enforcement/us-attorneys-office-and-hhs-oig-advise-covid-19-vaccine-providers-not-to-charge-individuals-seeking-covid-19-vaccines/,"U.S. Attorney’s Office, Eastern District of California"
Alleged Fraudsters Charged with Bribing Patients and Fraudulently Billing Medicaid for Psychosocial Rehabilitation Services,2021-05-17,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/alleged-fraudsters-charged-with-bribing-patients-and-fraudulently-billing-medicaid-for-psychosocial-rehabilitation-services/,"U.S. Attorney’s Office, Southern District of Florida"
University Researcher Sentenced to Prison for Lying on Grant Applications to Develop Scientific Expertise for China,2021-05-14,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/university-researcher-sentenced-to-prison-for-lying-on-grant-applications-to-develop-scientific-expertise-for-china/,Department of Justice
Dentists to Pay $3.1 Million to Resolve Allegations They Submitted False Claims for Services Not Provided to Underprivileged Children,2021-05-14,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/dentists-to-pay-31-million-to-resolve-allegations-they-submitted-false-claims-for-services-not-provided-to-underprivileged-children/,"U.S. Attorney’s Office, Northern District of Texas"
"UnityPoint Clinic – John Deere Road Family Medicine Agreed to Pay $62,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Services by an Unlicensed Individual",2021-05-13,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/unitypoint-clinic-john-deere-road-family-medicine-agreed-to-pay-62000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-services-by-an-unlicensed-individual/,N/A
Maryland Woman Sentenced to Prison for Defrauding Medicaid Program Out of Hundreds of Thousands of Dollars,2021-05-12,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/maryland-woman-sentenced-to-prison-for-defrauding-medicaid-program-out-of-hundreds-of-thousands-of-dollars/,"U.S. Attorney’s Office, District of Columbia"
Attorney General Announces Idaho’s Participation in $300 Million Settlement with Drugmaker Indivior,2021-05-12,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/attorney-general-announces-idahos-participation-in-300-million-settlement-with-drugmaker-indivior/,Idaho Attorney General
AlixaRx LLC agrees to pay $2.75 million to resolve allegations that it improperly dispensed controlled substances at long-term care facilities,2021-05-11,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/alixarx-llc-agrees-to-pay-275-million-to-resolve-allegations-that-it-improperly-dispensed-controlled-substances-at-long-term-care-facilities/,"U.S. Attorney’s Office, Northern District of Georgia"
"Community Physicians of Indiana Agreed to Pay $585,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Services Not Provided as Claimed",2021-05-11,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/community-physicians-of-indiana-agreed-to-pay-585000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-services-not-provided-as-claimed/,N/A
Dubuque Care Facility’s Owner Agrees to Repay Federal Medicaid Funds to Resolve Allegations Relating to COVID-19 Screening Procedures,2021-05-10,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/dubuque-care-facilitys-owner-agrees-to-repay-federal-medicaid-funds-to-resolve-allegations-relating-to-covid-19-screening-procedures/,"U.S. Attorney’s Office, Northern District of Iowa"
University of Miami to Pay $22 Million to Settle Claims Involving Medically Unnecessary Laboratory Tests and Fraudulent Billing Practices,2021-05-10,COVID-19,https://oig.hhs.gov/fraud/enforcement/university-of-miami-to-pay-22-million-to-settle-claims-involving-medically-unnecessary-laboratory-tests-and-fraudulent-billing-practices/,Department of Justice
Former Whitesville Pharmacy to Pay Civil Monetary Penalties to Resolve Alleged Violations of the Controlled Substances Act,2021-05-10,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-whitesville-pharmacy-to-pay-civil-monetary-penalties-to-resolve-alleged-violations-of-the-controlled-substances-act/,"U.S. Attorney’s Office, Southern District of West Virginia"
Physician Indicted in $6 Million Medicare Fraud Scheme,2021-05-07,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/physician-indicted-in-6-million-medicare-fraud-scheme/,Department of Justice
"Doctor Charged with Illegally Distributing Opioids, Defrauding Health Care Benefit Programs",2021-05-07,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/doctor-charged-with-illegally-distributing-opioids-defrauding-health-care-benefit-programs/,"U.S. Attorney’s Office, Western District of Pennsylvania"
AIT Laboratories Agreed to Pay $1.5 Million for Allegedly Violating the Civil Monetary Penalties Law by Paying Remuneration to Sober Homes in the Form of Free Specimen Collection Personnel and Forging Contracts and Orders for Laboratory Services,2021-05-07,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/ait-laboratories-agreed-to-pay-15-million-for-allegedly-violating-the-civil-monetary-penalties-law-by-paying-remuneration-to-sober-homes-in-the-form-of-free-specimen-collection-personnel-and-forging-contracts-and-orders-for-laboratory-services/,N/A
Jury Convicts South Dakota Woman Of Health Care Fraud And Identity Theft,2021-05-06,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/jury-convicts-south-dakota-woman-of-health-care-fraud-and-identity-theft/,"U.S. Attorney’s Office, District of Wyoming"
Attorney General Schmitt Announces Settlement with Indivior Over False Marketing Related to Suboxone,2021-05-06,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-schmitt-announces-settlement-with-indivior-over-false-marketing-related-to-suboxone/,Missouri Attorney General
"ProTransport-1 Agreed to Pay $304,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Services Covered by the SNF Consolidated Billing Payment",2021-05-05,CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/protransport-1-agreed-to-pay-304000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-services-covered-by-the-snf-consolidated-billing-payment/,N/A
Alabama Doctor Sentenced for Conspiracy to Distribute a Controlled Substance,2021-05-05,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/alabama-doctor-sentenced-for-conspiracy-to-distribute-a-controlled-substance/,Department of Justice
"Neurosurgical Associates, LTD and Dignity Health, D/B/A St. Joseph's Hospital, Paid $10 Million to Resolve False Claims Allegations",2021-05-05,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/neurosurgical-associates-ltd-and-dignity-health-dba-st-josephs-hospital-paid-10-million-to-resolve-false-claims-allegations/,"U.S. Attorney’s Office, District of Arizona"
Waubay Woman Sentenced for Federal Program Theft,2021-05-05,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/waubay-woman-sentenced-for-federal-program-theft/,"U.S. Attorney’s Office, District of South Dakota"
"John F. Kennedy Memorial Hospital and Emanuel Medical Center Agreed to Pay $371,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual",2021-05-05,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/john-f-kennedy-memorial-hospital-and-emanuel-medical-center-agreed-to-pay-371000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-an-excluded-individual/,N/A
Incyte Corporation to Pay $12.6 Million to Resolve False Claims Act Allegations for Paying Kickbacks,2021-05-04,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/incyte-corporation-to-pay-126-million-to-resolve-false-claims-act-allegations-for-paying-kickbacks/,Department of Justice
Texas woman handed significant sentence for health care fraud scheme,2021-05-04,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/texas-woman-handed-significant-sentence-for-health-care-fraud-scheme/,"U.S. Attorney’s Office, Southern District of Texas"
"Missouri Attorney General Obtains $300,000 Settlement in Medicaid Fraud Case",2021-05-04,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/missouri-attorney-general-obtains-300000-settlement-in-medicaid-fraud-case/,Missouri Attorney General
Neurosurgeon and Two Affiliated Companies Agree to Pay $4.4 Million to Settle Healthcare Fraud Allegations,2021-05-03,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/neurosurgeon-and-two-affiliated-companies-agree-to-pay-44-million-to-settle-healthcare-fraud-allegations/,Department of Justice
"Three Florida Men Charged in $46 Million Health Care Fraud, Kickback, and Money Laundering Conspiracy",2021-05-03,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/three-florida-men-charged-in-46-million-health-care-fraud-kickback-and-money-laundering-conspiracy/,Department of Justice
AG Healey Secures $6.65 Million From Drug Company for Falsely and Aggressively Marketing Suboxone,2021-05-03,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/ag-healey-secures-665-million-from-drug-company-for-falsely-and-aggressively-marketing-suboxone/,Massachusetts Attorney General
Attorney General Josh Stein Announces $300 Million Settlement with Opioid Misuse Treatment Drug Maker,2021-05-03,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-josh-stein-announces-300-million-settlement-with-opioid-misuse-treatment-drug-maker/,North Carolina Attorney General
